# BUSCO version is: 5.2.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at6231	Complete	SUPER_3	6879168	6920320	+	9353.4	6087
4at6231	Complete	SUPER_6	12854640	12871459	-	6690.0	3759	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	SUPER_1	14055735	14078956	+	5352.6	3829
7at6231	Complete	SUPER_6	14526120	14552705	+	4367.8	2901
9at6231	Complete	SUPER_5	6192550	6208775	-	1981.0	2387
18at6231	Complete	SUPER_2	17000965	17013826	+	2748.2	2200	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	SUPER_1	9267074	9281460	-	3864.5	2386	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	SUPER_4	14982943	14995291	-	1336.3	1879
21at6231	Complete	SUPER_1	7943050	7969258	-	3123.2	2441
22at6231	Complete	SUPER_6	11650810	11669618	+	2685.2	2040
23at6231	Complete	SUPER_5	5716737	5737590	+	5877.2	3578
25at6231	Missing
28at6231	Complete	SUPER_5	3837106	3846104	+	4544.6	2093
29at6231	Complete	SUPER_3	10439854	10458026	+	2150.0	1841
31at6231	Missing
32at6231	Complete	SUPER_5	8871204	8881987	-	3920.1	2140
35at6231	Complete	SUPER_1	17647328	17658951	+	3642.2	1946
39at6231	Complete	SUPER_6	6696856	6706747	-	2430.2	1696
40at6231	Complete	SUPER_1	10625214	10635149	+	1326.6	1318
43at6231	Complete	SUPER_6	12274996	12284260	+	2575.7	1836	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	SUPER_5	7121683	7129948	-	2248.2	1678
48at6231	Complete	SUPER_2	5758900	5766589	+	2370.8	1591
49at6231	Missing
55at6231	Complete	SUPER_5	6895615	6904389	-	2131.6	1539
57at6231	Complete	SUPER_2	9066287	9068912	-	643.8	499
60at6231	Complete	SUPER_3	9520033	9538099	-	2841.7	2453
63at6231	Complete	SUPER_5	9376463	9389545	-	2835.9	2297
65at6231	Complete	SUPER_4	5755042	5760662	-	1200.6	972
67at6231	Complete	SUPER_X	5657895	5679592	-	3105.0	1866
68at6231	Complete	SUPER_2	19001462	19008603	+	1616.0	1328	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	SUPER_5	6839819	6846329	-	2724.5	1440	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	SUPER_6	12158589	12167252	-	2919.5	1447
76at6231	Complete	SUPER_6	16335818	16355307	-	2743.8	2305
86at6231	Complete	SUPER_X	13780465	13788023	+	2415.5	1582	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Duplicated	SUPER_1	8489683	8499384	-	2847.0	1634
88at6231	Duplicated	SUPER_4	9958324	9966160	+	2489.7	1688
90at6231	Complete	SUPER_5	13569334	13575606	+	2932.3	1520
91at6231	Complete	SUPER_3	9389010	9395160	-	789.7	1109
92at6231	Complete	SUPER_5	4879312	4885552	-	1616.8	1230	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	SUPER_3	17437054	17443534	-	1561.4	1312	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Missing
100at6231	Complete	SUPER_4	13034255	13038450	-	1057.8	906
101at6231	Complete	SUPER_5	12433999	12441544	-	1727.4	1429
107at6231	Complete	SUPER_4	8060284	8070292	+	2234.5	1342
112at6231	Complete	SUPER_6	8751761	8759080	+	702.0	1163	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
117at6231	Complete	SUPER_2	6102342	6110358	+	1361.5	1305	https://www.orthodb.org/v10?query=117at6231	putative ATP-dependent Clp protease adaptor protein ClpS
119at6231	Complete	SUPER_5	7576005	7582484	+	1967.8	1233	https://www.orthodb.org/v10?query=119at6231	Dual oxidase 1
121at6231	Complete	SUPER_2	9279735	9287398	-	1211.4	1009
125at6231	Complete	SUPER_1	10108635	10116110	-	1559.7	954
127at6231	Complete	SUPER_5	8926007	8933904	+	1974.8	1235
131at6231	Missing
132at6231	Complete	SUPER_2	14887320	14894854	-	1605.4	1151
137at6231	Complete	SUPER_5	6466973	6473535	+	1781.4	1293
139at6231	Complete	SUPER_X	5556417	5562828	+	2061.8	1192
144at6231	Complete	SUPER_5	13598384	13601224	+	755.6	586
146at6231	Complete	SUPER_4	9918872	9926753	-	1224.1	986
147at6231	Complete	SUPER_5	13150999	13158701	-	847.4	892
149at6231	Complete	SUPER_4	15053716	15059643	+	1280.1	894
151at6231	Complete	SUPER_6	4786567	4800531	-	2856.0	1762
152at6231	Complete	SUPER_4	12238683	12260098	-	1169.0	938
161at6231	Complete	SUPER_4	11783550	11789341	-	1420.5	1130
164at6231	Missing
165at6231	Complete	SUPER_X	5796187	5803013	-	1240.6	974
166at6231	Complete	SUPER_5	6479332	6484280	-	829.8	882
170at6231	Complete	SUPER_3	7346482	7354855	-	1235.9	906
172at6231	Complete	SUPER_3	13171936	13177737	-	1274.3	1052
174at6231	Fragmented	SUPER_2	15381364	15385141	+	1255.2	820
175at6231	Complete	SUPER_2	18923901	18935848	-	2129.5	1109
181at6231	Fragmented	SUPER_4	16095102	16099001	-	846.5	695
183at6231	Missing
184at6231	Missing
185at6231	Complete	SUPER_2	13640070	13645098	-	2077.5	1067
189at6231	Complete	SUPER_5	14976743	14979865	-	266.1	265	https://www.orthodb.org/v10?query=189at6231	putative myosin head
190at6231	Complete	SUPER_4	10030500	10035735	+	918.0	835	https://www.orthodb.org/v10?query=190at6231	Protein-tyrosine phosphatase
194at6231	Complete	SUPER_3	18176440	18181886	-	1077.1	788
196at6231	Complete	SUPER_6	15431569	15436399	-	1641.5	1018
197at6231	Complete	SUPER_4	5418984	5423879	-	1478.1	981
198at6231	Fragmented	SUPER_5	15697193	15700818	+	832.7	713
199at6231	Fragmented	SUPER_2	13756215	13757038	-	297.3	210
201at6231	Complete	SUPER_4	13603856	13604559	+	215.5	147
204at6231	Complete	SUPER_2	8443652	8449706	-	1430.4	947
210at6231	Complete	SUPER_5	3973516	3976116	+	752.9	552	https://www.orthodb.org/v10?query=210at6231	Histone-lysine N-methyltransferase
211at6231	Complete	SUPER_6	14186871	14191622	+	1551.7	940
216at6231	Complete	SUPER_6	12318768	12332961	+	2763.8	1934	https://www.orthodb.org/v10?query=216at6231	TaLiN
217at6231	Complete	SUPER_1	17700704	17708818	+	1555.8	968
219at6231	Complete	SUPER_4	14568736	14573408	-	1334.2	893	https://www.orthodb.org/v10?query=219at6231	putative cysteine rich repeat-containing domain protein
223at6231	Complete	SUPER_5	5543984	5548334	-	1165.9	931
225at6231	Complete	SUPER_3	15924835	15929763	-	1509.6	975	https://www.orthodb.org/v10?query=225at6231	CRE-NSY-1 protein
229at6231	Complete	SUPER_6	13270519	13276843	+	1093.0	936	https://www.orthodb.org/v10?query=229at6231	CRE-UNC-40 protein
232at6231	Complete	SUPER_6	6504991	6510660	-	1455.4	1057	https://www.orthodb.org/v10?query=232at6231	CRE-MRP-5 protein
233at6231	Complete	SUPER_3	10425039	10429136	+	1494.9	870	https://www.orthodb.org/v10?query=233at6231	Isoleucyl-tRNA synthetase
238at6231	Complete	SUPER_2	9270570	9275360	+	1768.0	1000
241at6231	Complete	SUPER_2	8394283	8398790	-	1404.4	917
243at6231	Complete	SUPER_3	13188724	13192735	-	1277.1	798
252at6231	Complete	SUPER_X	9040083	9046484	-	797.8	808
255at6231	Complete	SUPER_5	4303648	4311424	-	2025.4	1017
256at6231	Complete	SUPER_4	14620377	14625617	+	2201.2	1171
257at6231	Complete	SUPER_1	10509916	10514228	+	1381.3	785	https://www.orthodb.org/v10?query=257at6231	DNA polymerase
265at6231	Complete	SUPER_5	4829447	4835400	-	1135.8	853
267at6231	Complete	SUPER_5	5647098	5653373	-	892.3	897
270at6231	Complete	SUPER_1	14537759	14541739	+	842.8	617	https://www.orthodb.org/v10?query=270at6231	Alpha-mannosidase
271at6231	Complete	SUPER_2	8787981	8792267	+	1062.3	880
277at6231	Complete	SUPER_1	6815438	6820084	+	1854.9	961	https://www.orthodb.org/v10?query=277at6231	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase mog-5
279at6231	Complete	SUPER_6	4825438	4830670	-	963.4	857
286at6231	Missing
287at6231	Fragmented	SUPER_1	8693869	8698189	+	812.1	694
288at6231	Complete	SUPER_6	15218908	15222392	-	1351.4	850
293at6231	Complete	SUPER_6	5439212	5443034	+	1771.7	852
294at6231	Complete	SUPER_6	14890769	14894404	+	1285.7	747	https://www.orthodb.org/v10?query=294at6231	CRE-HUM-1 protein
299at6231	Complete	SUPER_6	5183813	5189037	+	1736.9	967	https://www.orthodb.org/v10?query=299at6231	DNA-directed RNA polymerase subunit beta
300at6231	Complete	SUPER_2	15633837	15637933	-	1008.5	776
301at6231	Complete	SUPER_3	17909626	17913463	+	1697.3	871
302at6231	Complete	SUPER_4	15429573	15433768	-	1548.5	1047
311at6231	Complete	SUPER_5	13312518	13316347	-	926.6	781
318at6231	Complete	SUPER_2	7539124	7552630	+	1515.7	1016	https://www.orthodb.org/v10?query=318at6231	CRE-TEG-4 protein
319at6231	Complete	SUPER_4	10010652	10017111	+	1735.9	1287
321at6231	Missing
322at6231	Complete	SUPER_5	11798826	11803464	+	1085.1	714
323at6231	Complete	SUPER_3	18005357	18009975	-	1481.8	935	https://www.orthodb.org/v10?query=323at6231	Cation-transporting ATPase
327at6231	Complete	SUPER_2	8368575	8372769	-	1546.1	860	https://www.orthodb.org/v10?query=327at6231	Phospholipid-transporting ATPase
333at6231	Complete	SUPER_2	19085599	19088595	-	463.1	445
334at6231	Complete	SUPER_2	14596772	14603172	+	1401.9	927
344at6231	Missing
345at6231	Complete	SUPER_5	8401369	8405738	-	1370.9	739	https://www.orthodb.org/v10?query=345at6231	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase
346at6231	Complete	SUPER_2	17102572	17106560	+	674.1	865
347at6231	Missing
348at6231	Complete	SUPER_3	17544360	17549414	+	1807.6	1106
350at6231	Complete	SUPER_3	15822640	15826174	-	1109.4	775
359at6231	Missing
364at6231	Missing
366at6231	Complete	SUPER_6	15196775	15202343	+	1340.4	808
